snapshot_utc,feature_id,name,retained_confounder,fold_001,fold_002,fold_003,fold_004,fold_005,top_8_folds,top_16_folds,top_32_folds,top_64_folds
2026-09-22T16:11:23.286833+00:00,outer_001_feature_112,embolism_presence,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_115,enzyme_elevation,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_116,eortc_qlq_c30_cognitive_function,True,outside_top_64,outside_top_64,47,outside_top_64,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_118,eortc_qlq_c30_global_health,True,outside_top_64,44,59,outside_top_64,outside_top_64,0,0,0,2
2026-09-22T16:11:23.286833+00:00,outer_001_feature_119,eortc_qlq_c30_nausea,False,outside_top_64,outside_top_64,51,outside_top_64,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_120,eortc_qlq_c30_physical_function,True,outside_top_64,40,outside_top_64,outside_top_64,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_123,erythema_presence,False,outside_top_64,outside_top_64,outside_top_64,61,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_126,exercise_duration,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_128,extra_ocular_muscle_appearance,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_129,extremity_exam_findings,False,outside_top_64,outside_top_64,45,outside_top_64,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_130,family_history_of_breast_cancer,False,outside_top_64,outside_top_64,outside_top_64,45,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_131,family_history_of_colon_cancer,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_132,family_history_of_lung_cancer,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_133,family_history_of_myocardial_infarction,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_135,febrile_neutropenia_presence,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_136,fgfr1_amplification_status,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_137,focal_intra_axial_lesion,True,outside_top_64,outside_top_64,44,outside_top_64,64,0,0,0,2
2026-09-22T16:11:23.286833+00:00,outer_001_feature_138,gadolinium_contrast_use,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_139,gemcitabine_tolerance,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_140,gender_identity,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_141,gene_amplification_status,True,56,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_144,gerd_presence,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_145,globe_appearance,True,outside_top_64,outside_top_64,33,outside_top_64,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_147,growth_factor_support_use,True,42,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_148,head_shape_and_trauma_status,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_149,headache_presence,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_150,heart_rate,True,60,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_151,heent_exam_status,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_152,height,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_153,hematocrit,True,outside_top_64,56,outside_top_64,outside_top_64,54,0,0,0,2
2026-09-22T16:11:23.286833+00:00,outer_001_feature_154,hematuria,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_155,hemoglobin_level,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_156,hemoptysis_presence,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_157,hernia_repair_history,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_158,hilar_lymphadenopathy_presence,True,outside_top_64,outside_top_64,outside_top_64,56,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_159,hyperlipidemia_status,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_160,hypertension_status,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_161,hypothyroidism_presence,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_162,illicit_drug_use,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_163,imaging_ct_scan_performed,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_164,imaging_finding_cerebellar_fdg_uptake,True,outside_top_64,outside_top_64,outside_top_64,52,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_167,imaging_mri_performed,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_169,immunotherapy_type,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_170,inhaler_usage_dosage,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_171,intra_orbital_enhancement,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_172,intra_orbital_mass,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_173,intracranial_hemorrhage,False,outside_top_64,outside_top_64,outside_top_64,57,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_174,jugular_venous_distention_presence,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_175,keap1_status,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_178,known_drug_allergies,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_180,ldh_level,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_181,leptomeningeal_enhancement_presence,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_182,lesion_presence,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_184,line_of_therapy,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_186,lisinopril_dose,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_187,liver_function,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_189,living_situation,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_190,lobectomy_type,False,40,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_191,lung_auscultation_findings,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_192,lung_cancer_histology,False,outside_top_64,33,outside_top_64,outside_top_64,34,0,0,0,2
2026-09-22T16:11:23.286833+00:00,outer_001_feature_193,lung_cancer_stage,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_194,lung_disease_diagnosis,True,59,39,outside_top_64,outside_top_64,outside_top_64,0,0,0,2
2026-09-22T16:11:23.286833+00:00,outer_001_feature_195,lung_mass_morphology,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_196,lung_mass_suvmax,False,63,63,outside_top_64,outside_top_64,outside_top_64,0,0,0,2
2026-09-22T16:11:23.286833+00:00,outer_001_feature_197,lymph_node_dissection_status,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,33,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_198,lymph_node_metastasis_count,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_199,lymphadenopathy_status,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_200,m_stage,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_202,mediastinal_lymph_node_status,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_203,medication_calcium_carbonate,True,outside_top_64,51,outside_top_64,outside_top_64,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_206,medication_dexamethasone,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_207,medication_g12c_inhibitor,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_208,medication_gemcitabine,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_209,medication_lisinopril,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_210,medication_met_inhibitor,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_211,medication_oxycodone,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_213,meningeal_thickening,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_217,morphine_administered,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_218,mri_flair_hyperintensity_presence,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_219,msi_status,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_220,mucositis_presence,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_221,myelosuppression,True,61,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_222,myocardial_infarction_presence,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_223,n_stage,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_225,nausea_severity,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_227,neurological_symptoms_presence,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_229,night_sweats,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_230,nsclc_diagnosis,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_231,nyha_class,True,outside_top_64,34,outside_top_64,outside_top_64,48,0,0,0,2
2026-09-22T16:11:23.286833+00:00,outer_001_feature_233,oncology_management_status,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_234,ondansetron_use,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_235,optic_chiasm_enhancement,True,outside_top_64,outside_top_64,54,outside_top_64,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_236,optic_nerve_enhancement,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_237,orbital_fat_appearance,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_238,organomegaly_presence,True,57,45,outside_top_64,outside_top_64,53,0,0,0,3
2026-09-22T16:11:23.286833+00:00,outer_001_feature_239,osteoarthritis_presence,True,outside_top_64,outside_top_64,outside_top_64,64,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_240,osteopenia,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_241,oxygen_saturation,True,55,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_242,oxygen_therapy_use,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_244,paclitaxel_dose,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_245,pain_severity,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_247,patient_wishes,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_248,pd_l1_tps,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_249,pembrolizumab_dose,False,outside_top_64,outside_top_64,outside_top_64,58,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_251,peritumoral_edema,True,33,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_253,phospho_met_status,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_255,pituitary_gland_enhancement,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_256,pituitary_gland_signal,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_257,pituitary_gland_size,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_258,platelet_count,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_261,posterior_fossa_enhancement,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_262,posterior_fossa_mass_effect,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_263,previous_radiation_therapy,True,34,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_265,primary_tumor_morphology,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_266,primary_tumor_size,True,outside_top_64,60,outside_top_64,outside_top_64,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_268,prior_treatment_regimen,True,outside_top_64,outside_top_64,37,outside_top_64,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_269,pro_ctcae_pain_severity,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_270,progressive_exertional_symptoms,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_271,proton_pump_inhibitor_use,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_273,pulmonary_condition,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_274,pulmonary_function_test_status,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_277,pupil_reactivity,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_278,qlq_c30_physical_function,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,50,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_280,radiation_therapy_history,False,outside_top_64,35,outside_top_64,outside_top_64,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_282,radiosurgery_history,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_283,range_of_motion_touch_toes,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_284,rash_presence,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_285,rash_pruritus_presence,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_286,renal_function_status,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_287,respiratory_rate,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_288,restricted_diffusion_on_dwi_adc,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_289,ret_rearrangement_status,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_290,retroperitoneal_lymphadenopathy_presence,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_291,ros1_mutation_status,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_292,ros1_rearrangement_status,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_293,rsv_infection_status,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_294,scapular_metastasis,True,51,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_295,serum_albumin,True,outside_top_64,55,46,outside_top_64,outside_top_64,0,0,0,2
2026-09-22T16:11:23.286833+00:00,outer_001_feature_296,serum_bicarbonate,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_298,serum_chloride,True,45,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_301,serum_sodium,True,outside_top_64,outside_top_64,outside_top_64,60,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_302,sex,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_304,skull_base_lytic_sclerotic_lesions,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_305,smoking_abstinence_date,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_306,smoking_cessation_duration,True,50,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_307,smoking_status,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_308,stk11_mutation_status,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_309,subdural_hemorrhage,True,outside_top_64,outside_top_64,52,38,outside_top_64,0,0,0,2
2026-09-22T16:11:23.286833+00:00,outer_001_feature_310,sulci_and_cisterns_appearance,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_314,t_stage,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_316,test_ngs_performed,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_317,thyromegaly_presence,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_318,tiotropium_use,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_319,tissue_thickening,True,outside_top_64,outside_top_64,outside_top_64,42,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_320,tki_therapy_use,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_321,tobacco_smoking_history,True,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_322,total_bilirubin,False,46,54,outside_top_64,outside_top_64,outside_top_64,0,0,0,2
2026-09-22T16:11:23.286833+00:00,outer_001_feature_323,tp53_mutation_status,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_325,tps_score,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_326,transependymal_flow,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_327,treatment_cycle_frequency,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_328,treatment_goals,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_329,treatment_response,False,outside_top_64,outside_top_64,64,outside_top_64,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_331,tumor_cell_presence,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_332,tumor_differentiation,False,outside_top_64,outside_top_64,outside_top_64,50,outside_top_64,0,0,0,1
2026-09-22T16:11:23.286833+00:00,outer_001_feature_333,tumor_invasion,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
2026-09-22T16:11:23.286833+00:00,outer_001_feature_335,ulceration,False,outside_top_64,outside_top_64,outside_top_64,outside_top_64,outside_top_64,0,0,0,0
