inner_fold,family,mode,query,scope,target,variant,kind,radius,control,distance,validation_n,loss,constant_loss,gain_over_constant,original_loss,loss_increase_from_original,without_query_loss,gain_over_without_query
1,linear,frozen,2,conditional,outcome,56,random,0.02,2,0.01999818906188011,160,0.5879954430199631,0.686928996700938,0.0989335536809749,0.5879623798840936,3.3063135869482174e-05,0.5940308722649176,0.006035429244954482
1,linear,refit,2,conditional,outcome,56,random,0.02,2,0.01999818906188011,160,0.5879541016798504,0.686928996700938,0.09897489502108758,0.5879623798840936,-8.278204243206133e-06,0.5940308722649176,0.0060767705850671705
1,linear,frozen,2,conditional,outcome,57,random,0.02,3,0.01999818906188011,160,0.5879714876800002,0.686928996700938,0.0989575090209378,0.5879623798840936,9.10779590657107e-06,0.5940308722649176,0.006059384584917393
1,linear,refit,2,conditional,outcome,57,random,0.02,3,0.01999818906188011,160,0.58794271390026,0.686928996700938,0.098986282800678,0.5879623798840936,-1.966598383362772e-05,0.5940308722649176,0.006088158364657592
1,linear,frozen,2,conditional,outcome,58,random,0.02,4,0.01999818906188011,160,0.5879302074865416,0.686928996700938,0.09899878921439642,0.5879623798840936,-3.217239755204382e-05,0.5940308722649176,0.006100664778376008
1,linear,refit,2,conditional,outcome,58,random,0.02,4,0.01999818906188011,160,0.5879496652192142,0.686928996700938,0.09897933148172378,0.5879623798840936,-1.271466487939854e-05,0.5940308722649176,0.006081207045703363
1,linear,frozen,2,conditional,outcome,59,targeted,0.05,-1,0.05000070855021477,160,0.5895830919174238,0.686928996700938,0.09734590478351424,0.5879623798840936,0.0016207120333301406,0.5940308722649176,0.004447780347493824
1,linear,refit,2,conditional,outcome,59,targeted,0.05,-1,0.05000070855021477,160,0.5894639023770862,0.686928996700938,0.09746509432385175,0.5879623798840936,0.001501522492992624,0.5940308722649176,0.00456696988783134
1,linear,frozen,2,conditional,outcome,60,random,0.05,0,0.05000070855021477,160,0.587842864814407,0.686928996700938,0.09908613188653104,0.5879623798840936,-0.00011951506968665981,0.5940308722649176,0.006188007450510624
1,linear,refit,2,conditional,outcome,60,random,0.05,0,0.05000070855021477,160,0.5877786112717127,0.686928996700938,0.09915038542922527,0.5879623798840936,-0.0001837686123808968,0.5940308722649176,0.006252260993204861
1,linear,frozen,2,conditional,outcome,61,random,0.05,1,0.05000070855021477,160,0.5879068588686269,0.686928996700938,0.09902213783231106,0.5879623798840936,-5.552101546668631e-05,0.5940308722649176,0.006124013396290651
1,linear,refit,2,conditional,outcome,61,random,0.05,1,0.05000070855021477,160,0.5877788229990907,0.686928996700938,0.09915017370184731,0.5879623798840936,-0.00018355688500293343,0.5940308722649176,0.006252049265826898
1,linear,frozen,2,conditional,outcome,62,random,0.05,2,0.05000070855021477,160,0.5880633927793192,0.686928996700938,0.0988656039216188,0.5879623798840936,0.00010101289522557177,0.5940308722649176,0.005967479485598393
1,linear,refit,2,conditional,outcome,62,random,0.05,2,0.05000070855021477,160,0.5878190048969734,0.686928996700938,0.09910999180396463,0.5879623798840936,-0.00014337498712024832,0.5940308722649176,0.006211867367944213
