inner_fold,sample,target,variant,control,distance,kind,query,radius,training_sd_ratio,n,moment,row_score_sd,standardized_score,abs_studentized_score,fixed_scale_score,abs_fixed_scale_score,activation_sd,activation_correlation_with_original,restart,training_criterion,seed
1,train,effect,32,2,8.81936088603652e-08,random,1,0.02,1.0000001192092896,640,-0.00011710570701875363,0.007020834565449601,-0.42196779625718284,0.42196779625718284,-0.4219678208581407,0.4219678208581407,0.027644725516438484,0.9999999999986191,,,20361944.0
1,train,effect,33,3,8.81936088603652e-08,random,1,0.02,1.0,640,-0.00011710640026724723,0.007020834565302295,-0.42197029425308197,0.42197029425308197,-0.421970318845332,0.421970318845332,0.027644723653793335,0.9999999999986218,,,20361945.0
1,train,effect,34,4,8.81936088603652e-08,random,1,0.02,0.9999999403953552,640,-0.00011710592320270322,0.007020833972559578,-0.4219686108683691,0.4219686108683691,-0.42196859983529256,0.42196859983529256,0.027644721791148186,0.9999999999985738,,,20361946.0
1,train,effect,35,-1,0.006879467982798815,targeted,1,0.05,0.9993270039558411,640,-0.00010167615101536462,0.007006184802448277,-0.3671364430072556,0.3671364430072556,-0.3663703927796266,0.3663703927796266,0.027626119554042816,0.9999067800099612,0.0,0.00024759149528108537,
1,train,effect,36,0,0.006879467982798815,random,1,0.05,0.9997922778129578,640,-0.00011693134940543122,0.007018838756786947,-0.42145934028256227,0.42145934028256227,-0.42133955683910446,0.42133955683910446,0.027638981118798256,0.999999475088029,,,20361972.0
1,train,effect,37,1,0.006879467982798815,random,1,0.05,0.9999993443489075,640,-0.00011724916005537305,0.007021011206847454,-0.42247407228748357,0.42247407228748357,-0.4224847261977591,0.4224847261977591,0.027644705027341843,0.9999994759534551,,,20361973.0
1,train,effect,38,2,0.006879467982798815,random,1,0.05,0.9998325109481812,640,-0.00011711493401185853,0.007020024512998745,-0.4220497393557866,0.4220497393557866,-0.4220010685475375,0.4220010685475375,0.027640093117952347,0.9999992156854817,,,20361974.0
1,train,effect,39,3,0.006879467982798815,random,1,0.05,1.0005561113357544,640,-0.0001168015041136913,0.007024888906530141,-0.4206287581737504,0.4206287581737504,-0.42087168438268,0.42087168438268,0.027660096064209938,0.9999992820442732,,,20361975.0
1,train,effect,40,4,0.006879467982798815,random,1,0.05,0.9997931718826294,640,-0.00011735878375368506,0.007019757496829372,-0.42294459346373153,0.42294459346373153,-0.42287973404382184,0.42287973404382184,0.027639005333185196,0.9999993660244906,,,20361976.0
1,train,effect,41,-1,0.01896810159087181,targeted,1,0.1,0.9992161989212036,640,-7.211222934438894e-05,0.006983483620986133,-0.2612322494125058,0.2612322494125058,-0.25984250510354107,0.25984250510354107,0.02762305550277233,0.9991796660507404,0.0,0.000177454057848081,
1,train,effect,42,0,0.01896810159087181,random,1,0.1,0.999062180519104,640,-0.00011760382085888445,0.007013821163332039,-0.4241863906045973,0.4241863906045973,-0.4237626779749303,0.4237626779749303,0.02761879749596119,0.9999962258730632,,,20362022.0
1,train,effect,43,1,0.01896810159087181,random,1,0.1,1.0001306533813477,640,-0.00011755292180207387,0.007020433290484796,-0.42360345935462734,0.42360345935462734,-0.4235792730441812,0.4235792730441812,0.027648335322737694,0.9999953102997787,,,20362023.0
1,train,effect,44,2,0.01896810159087181,random,1,0.1,0.9997281432151794,640,-0.00011582523231194294,0.007018953269948433,-0.41746571665271776,0.41746571665271776,-0.4173538773070349,0.4173538773070349,0.027637207880616188,0.9999961109543986,,,20362024.0
1,train,effect,45,3,0.01896810159087181,random,1,0.1,1.000510811805725,640,-0.0001172422098427991,0.007026491167451568,-0.42211956116255933,0.42211956116255933,-0.4224596824477235,0.4224596824477235,0.027658846229314804,0.9999953064143138,,,20362025.0
1,train,effect,46,4,0.01896810159087181,random,1,0.1,0.999677836894989,640,-0.00011739516677708099,0.0070189383732221005,-0.42312508652556863,0.42312508652556863,-0.42301083324888583,0.42301083324888583,0.027635818347334862,0.999995969200343,,,20362026.0
1,train,effect,47,-1,0.0360177680850029,targeted,1,0.2,1.0005348920822144,640,-3.0293424948486443e-05,0.006960145304173159,-0.11010830007488343,0.11010830007488343,-0.10915651198617825,0.10915651198617825,0.02765951119363308,0.9969448266996103,0.0,8.348140545422211e-05,
1,train,effect,48,0,0.0360177680850029,random,1,0.2,1.000088095664978,640,-0.00011848463107949256,0.007022155364036747,-0.4268561802034327,0.4268561802034327,-0.4269365076613013,0.4269365076613013,0.02764715813100338,0.9999884035898745,,,20362122.0
1,train,effect,49,1,0.0360177680850029,random,1,0.2,0.9995519518852234,640,-0.00011824008920463402,0.0070176107439121884,-0.4262510489941295,0.4262510489941295,-0.4260553481971762,0.4260553481971762,0.02763233706355095,0.9999867113980212,,,20362123.0
1,train,effect,50,2,0.0360177680850029,random,1,0.2,0.9989187121391296,640,-0.00011845350312016386,0.007016886252980356,-0.4270644877864213,0.4270644877864213,-0.42682434406569114,0.42682434406569114,0.027614831924438477,0.999985814953485,,,20362124.0
1,train,effect,51,3,0.0360177680850029,random,1,0.2,0.999294102191925,640,-0.00011639133687048176,0.007016466881706633,-0.419654769989459,0.419654769989459,-0.4193937258594733,0.4193937258594733,0.027625208720564842,0.9999886037925575,,,20362125.0
1,train,effect,52,4,0.0360177680850029,random,1,0.2,0.9991108179092407,640,-0.00011977515737567418,0.007015344787931559,-0.4319243781874591,0.4319243781874591,-0.4315866701753509,0.4315866701753509,0.027620142325758934,0.9999779906270169,,,20362126.0
